id,name,old_x,old_y,new_x,new_y
1029,token_class_8,-16.62675821000006,297.39491086662133,-883.476713353707,2978.380386949413
1030,token_class_220,374.12017815562456,-185.35937805460233,3023.992650302539,-1849.1625022628236
1031,token_class_262,178.638698707619,-174.34944153771997,1069.1778558224835,-1739.063137094
1032,token_class_264,35.043708299358926,-284.8720207130961,-366.7720482601173,-2844.288928847761
1033,token_class_320,-333.59339443785325,185.43629859446554,-4053.143075632239,1858.7942642278551
1034,token_class_389,-170.8610841158487,90.70303178253842,-2425.8199724121937,911.461596108584
1035,token_class_422,93.80998374232385,223.1120262225106,220.890706169532,2235.551540508306
1036,token_class_433,-303.76161371740153,-287.95614564329406,-3754.825268427722,-2875.1301781497405
1037,token_class_443,-338.26641022654604,-42.731919400976516,-4099.873233519167,-422.88791572656544
1038,token_class_464,135.2208596688164,61.85312135800238,634.9994654344573,622.9624918632236
1039,token_class_471,367.6950393200234,-96.22077373151905,2959.741261946527,-957.7764590319906
1040,token_class_493,33.02472101200449,-271.8348474934865,-386.96192113366163,-2713.917196651665
1041,token_class_518,-297.8960763571835,-251.87245845595686,-3696.1698948255416,-2514.2933062763686
1042,token_class_591,-185.07283262108646,186.7754429858383,-2567.937457464571,1872.1857081415828
1043,token_class_882,116.61267156949089,114.0870451654288,448.91758444120234,1145.3017299374876
1044,token_class_987,-334.73874131559285,-134.31248003495006,-4064.5965444096355,-1338.6935220663008
1045,token_class_1176,327.2917673646535,37.60971933292634,2555.7085423928283,380.52847161246314
1046,token_class_1240,391.8676017620287,-173.22327141012903,3201.46688636658,-1727.8014358180906
1047,token_class_1397,52.39253294741317,149.49297439404558,-193.2838017795748,1499.3610222236555
1048,token_class_1533,-301.98453681520414,-74.72675505137735,-3737.054499405748,-742.8362722305737
1049,token_class_1603,391.6349391562079,5.580755792040404,3199.1402603083725,60.238836203603796
1050,token_class_1679,301.506525350843,-173.01662874566603,2297.8561222547232,-1725.7350091734606
1051,token_class_1681,166.39622555758385,149.52083870720935,946.753124322132,1499.6396653552931
1052,token_class_1720,267.98834143897136,-220.1060142710603,1962.6742831360073,-2196.628864427403
1053,token_class_1754,93.56538828929901,-290.07359614289345,218.44475163928357,-2896.304683145734
1054,token_class_2494,292.9325637170172,292.60387035803296,2212.1165059164655,2930.469981863529
1055,token_class_3059,-187.54859795310006,-271.9359084822852,-2592.695110784707,-2714.927806539652
1056,token_class_3112,-372.4877948167606,-130.0134336677935,-4442.087079421312,-1295.7030583947353
1057,token_class_3373,90.88982292943584,289.7585172101136,191.68909804065186,2902.0164503843357
1058,token_class_3763,173.7854596836474,164.9980050368554,1020.6454655827674,1654.4113286517538
1059,token_class_3812,-221.4882151074409,123.82722394289696,-2932.091282328116,1242.7035177121693
1060,token_class_4183,-132.45254005236254,-16.122435069275774,-2041.7345317773318,-156.793072409558
1061,token_class_4401,-367.2316258634048,138.99260944686833,-4389.5253898877545,1394.357372751883
1062,token_class_4626,112.35753208260508,-152.2299282369045,406.36618957234424,-1517.8680040858453
1063,token_class_5225,381.842259572784,-68.87453531880179,3101.213464474133,-684.3140749048181
1064,token_class_5618,-61.06384563447147,-126.25425027415325,-1327.8475875984211,-1258.1112244583328
1065,token_class_8092,118.35745418879515,90.40101214979347,466.36541063424494,908.4413997811345
1066,token_class_10352,177.1487340932656,4.730977296916072,1054.2782096789495,51.741051252360485
1067,token_class_10859,223.11705189433331,43.543950880101946,1513.9613876896267,439.8707870842193
1068,token_class_14405,37.44147130684476,-89.17924663769863,-342.7944181852589,-887.3611880937865
1069,token_class_16638,-30.613329715509696,-298.37963937399905,-1023.3424284088035,-2979.3651154567906
1070,token_class_24564,-133.3438281299177,222.64998122081138,-2050.647412552884,2230.9310904913136
1071,token_class_28849,-52.428885975577714,-177.4871478852168,-1241.4979910094837,-1770.4402005689685
1072,token_class_35183,-285.4137743365202,-111.25459156174382,-3571.3468746189087,-1108.1146373342385
1073,token_class_38527,-270.4767422171271,-10.763346433503918,-3421.9765534249773,-103.20218605183942
1074,token_class_79354,49.325653911289,254.52032463450388,-223.95259214081648,2549.6345246282385
1075,token_class_80306,182.56022161859394,-34.17019967978221,1108.393084932233,-337.27071851462233
1076,token_class_94321,334.2900466638041,-262.14720116857563,2625.6913353843343,-2617.0407334025567
1077,analyze,474.2900466638041,-262.14720116857563,4025.6913353843343,-2617.0407334025567
1078,Btn,317.1487340932656,4.730977296916072,2454.278209678949,51.741051252360485
1079,.addEventListener,363.1170518943333,43.543950880101946,2913.9613876896265,439.8707870842193
1080,(',173.02472101200448,-271.8348474934865,1013.0380788663383,-2713.917196651665
1081,click,313.7854596836474,164.9980050368554,2420.6454655827674,1654.4113286517538
1082,"',",-157.89607635718352,-251.87245845595686,-2296.1698948255416,-2514.2933062763686
1083, (),233.565388289299,-290.07359614289345,1618.4447516392836,-2896.304683145734
1084, =>,-45.07283262108646,186.7754429858383,-1167.937457464571,1872.1857081415828
1085," {
",-194.73874131559285,-134.31248003495006,-2664.596544409635,-1338.6935220663008
1086, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1087, //,-198.26641022654604,-42.731919400976516,-2699.873233519167,-422.88791572656544
1088, require,192.39253294741317,149.49297439404558,1206.7161982204252,1499.3610222236555
1089, a,175.0437082993589,-284.8720207130961,1033.2279517398827,-2844.288928847761
1090, selected,7.5474599476374635,-16.122435069275774,-641.7345317773318,-156.793072409558
1091, node,432.9325637170172,292.60387035803296,3612.1165059164655,2930.469981863529
1092, (,-193.59339443785325,185.43629859446554,-2653.1430756322393,1858.7942642278551
1093,user,256.6126715694909,114.0870451654288,1848.9175844412023,1145.3017299374876
1094, clicks,87.57111402442229,-177.4871478852168,158.50200899051634,-1770.4402005689685
1095, node,432.9325637170172,292.60387035803296,3612.1165059164655,2930.469981863529
1096, first,467.2917673646535,37.60971933292634,3955.7085423928283,380.52847161246314
1097,")
",531.8676017620287,-173.22327141012903,4601.46688636658,-1727.8014358180906
1098, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1099, if,233.80998374232385,223.1120262225106,1620.890706169532,2235.551540508306
1100, (!,-161.98453681520414,-74.72675505137735,-2337.054499405748,-742.8362722305737
1101,selected,252.35753208260508,-152.2299282369045,1806.3661895723442,-1517.8680040858453
1102,NodeId,322.5602216185939,-34.17019967978221,2508.3930849322323,-337.27071851462233
1103,),123.37324178999994,297.39491086662133,516.523286646293,2978.380386949413
1104," {
",-194.73874131559285,-134.31248003495006,-2664.596544409635,-1338.6935220663008
1105,   ,318.638698707619,-174.34944153771997,2469.1778558224837,-1739.063137094
1106, alert,521.842259572784,-68.87453531880179,4501.213464474133,-684.3140749048181
1107,(',173.02472101200448,-271.8348474934865,1013.0380788663383,-2713.917196651665
1108,Please,78.93615436552852,-126.25425027415325,72.15241240157872,-1258.1112244583328
1109, select,230.88982292943584,289.7585172101136,1591.689098040652,2902.0164503843357
1110, a,175.0437082993589,-284.8720207130961,1033.2279517398827,-2844.288928847761
1111, node,432.9325637170172,292.60387035803296,3612.1165059164655,2930.469981863529
1112, (,-193.59339443785325,185.43629859446554,-2653.1430756322393,1858.7942642278551
1113,click,313.7854596836474,164.9980050368554,2420.6454655827674,1654.4113286517538
1114, on,-30.861084115848712,90.70303178253842,-1025.8199724121935,911.461596108584
1115, it,-163.76161371740153,-287.95614564329406,-2354.825268427722,-2875.1301781497405
1116,),123.37324178999994,297.39491086662133,516.523286646293,2978.380386949413
1117, before,531.6349391562079,5.580755792040404,4599.1402603083725,60.238836203603796
1118, running,-227.23162586340482,138.99260944686833,-2989.525389887755,1394.357372751883
1119, Analy,-130.47674221712708,-10.763346433503918,-2021.976553424977,-103.20218605183942
1120,ze,-47.54859795310006,-271.9359084822852,-1192.695110784707,-2714.927806539652
1121, Path,258.35745418879515,90.40101214979347,1866.3654106342449,908.4413997811345
1122,".');
",189.325653911289,254.52032463450388,1176.0474078591835,2549.6345246282385
1123,   ,318.638698707619,-174.34944153771997,2469.1778558224837,-1739.063137094
1124, return,507.6950393200234,-96.22077373151905,4359.741261946528,-957.7764590319906
1125,";
",275.2208596688164,61.85312135800238,2034.9994654344575,622.9624918632236
1126, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1127," }
",407.98834143897136,-220.1060142710603,3362.674283136007,-2196.628864427403
1128, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1129, analyze,6.656171870082289,222.64998122081138,-650.6474125528837,2230.9310904913136
1130,And,-232.48779481676058,-130.0134336677935,-3042.0870794213124,-1295.7030583947353
1131,Set,306.3962255575839,149.52083870720935,2346.753124322132,1499.6396653552931
1132,Sequence,177.44147130684476,-89.17924663769863,1057.2055818147412,-887.3611880937865
1133,End,-81.48821510744091,123.82722394289696,-1532.0912823281155,1242.7035177121693
1134,"();
",441.506525350843,-173.01662874566603,3697.8561222547232,-1725.7350091734606
1135,"});

",-145.4137743365202,-111.25459156174382,-2171.3468746189087,-1108.1146373342385
1136,analyze,474.2900466638041,-262.14720116857563,4025.6913353843343,-2617.0407334025567
1137,Btn,317.1487340932656,4.730977296916072,2454.278209678949,51.741051252360485
1138,.addEventListener,363.1170518943333,43.543950880101946,2913.9613876896265,439.8707870842193
1139,(',173.02472101200448,-271.8348474934865,1013.0380788663383,-2713.917196651665
1140,click,313.7854596836474,164.9980050368554,2420.6454655827674,1654.4113286517538
1141,"',",-157.89607635718352,-251.87245845595686,-2296.1698948255416,-2514.2933062763686
1142, (),233.565388289299,-290.07359614289345,1618.4447516392836,-2896.304683145734
1143, =>,-45.07283262108646,186.7754429858383,-1167.937457464571,1872.1857081415828
1144," {
",-194.73874131559285,-134.31248003495006,-2664.596544409635,-1338.6935220663008
1145, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1146, //,-198.26641022654604,-42.731919400976516,-2699.873233519167,-422.88791572656544
1147, require,192.39253294741317,149.49297439404558,1206.7161982204252,1499.3610222236555
1148, a,175.0437082993589,-284.8720207130961,1033.2279517398827,-2844.288928847761
1149, selected,7.5474599476374635,-16.122435069275774,-641.7345317773318,-156.793072409558
1150, node,432.9325637170172,292.60387035803296,3612.1165059164655,2930.469981863529
1151, (,-193.59339443785325,185.43629859446554,-2653.1430756322393,1858.7942642278551
1152,user,256.6126715694909,114.0870451654288,1848.9175844412023,1145.3017299374876
1153, clicks,87.57111402442229,-177.4871478852168,158.50200899051634,-1770.4402005689685
1154, node,432.9325637170172,292.60387035803296,3612.1165059164655,2930.469981863529
1155, first,467.2917673646535,37.60971933292634,3955.7085423928283,380.52847161246314
1156,")
",531.8676017620287,-173.22327141012903,4601.46688636658,-1727.8014358180906
1157, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1158, if,233.80998374232385,223.1120262225106,1620.890706169532,2235.551540508306
1159, (!,-161.98453681520414,-74.72675505137735,-2337.054499405748,-742.8362722305737
1160,selected,252.35753208260508,-152.2299282369045,1806.3661895723442,-1517.8680040858453
1161,NodeId,322.5602216185939,-34.17019967978221,2508.3930849322323,-337.27071851462233
1162,),123.37324178999994,297.39491086662133,516.523286646293,2978.380386949413
1163," {
",-194.73874131559285,-134.31248003495006,-2664.596544409635,-1338.6935220663008
1164,   ,318.638698707619,-174.34944153771997,2469.1778558224837,-1739.063137094
1165, alert,521.842259572784,-68.87453531880179,4501.213464474133,-684.3140749048181
1166,(',173.02472101200448,-271.8348474934865,1013.0380788663383,-2713.917196651665
1167,Please,78.93615436552852,-126.25425027415325,72.15241240157872,-1258.1112244583328
1168, select,230.88982292943584,289.7585172101136,1591.689098040652,2902.0164503843357
1169, a,175.0437082993589,-284.8720207130961,1033.2279517398827,-2844.288928847761
1170, node,432.9325637170172,292.60387035803296,3612.1165059164655,2930.469981863529
1171, (,-193.59339443785325,185.43629859446554,-2653.1430756322393,1858.7942642278551
1172,click,313.7854596836474,164.9980050368554,2420.6454655827674,1654.4113286517538
1173, on,-30.861084115848712,90.70303178253842,-1025.8199724121935,911.461596108584
1174, it,-163.76161371740153,-287.95614564329406,-2354.825268427722,-2875.1301781497405
1175,),123.37324178999994,297.39491086662133,516.523286646293,2978.380386949413
1176, before,531.6349391562079,5.580755792040404,4599.1402603083725,60.238836203603796
1177, running,-227.23162586340482,138.99260944686833,-2989.525389887755,1394.357372751883
1178, Analy,-130.47674221712708,-10.763346433503918,-2021.976553424977,-103.20218605183942
1179,ze,-47.54859795310006,-271.9359084822852,-1192.695110784707,-2714.927806539652
1180, Path,258.35745418879515,90.40101214979347,1866.3654106342449,908.4413997811345
1181,".');
",189.325653911289,254.52032463450388,1176.0474078591835,2549.6345246282385
1182,   ,318.638698707619,-174.34944153771997,2469.1778558224837,-1739.063137094
1183, return,507.6950393200234,-96.22077373151905,4359.741261946528,-957.7764590319906
1184,";
",275.2208596688164,61.85312135800238,2034.9994654344575,622.9624918632236
1185, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1186," }
",407.98834143897136,-220.1060142710603,3362.674283136007,-2196.628864427403
1187, ,514.1201781556246,-185.35937805460233,4423.992650302539,-1849.1625022628236
1188, analyze,6.656171870082289,222.64998122081138,-650.6474125528837,2230.9310904913136
1189,And,-232.48779481676058,-130.0134336677935,-3042.0870794213124,-1295.7030583947353
1190,Set,306.3962255575839,149.52083870720935,2346.753124322132,1499.6396653552931
1191,Sequence,215.0122157626215,-86.42374125640465,1432.9130263725085,-859.8061342808468
1192,End,-81.48821510744091,123.82722394289696,-1532.0912823281155,1242.7035177121693
1193,"();
",441.506525350843,-173.01662874566603,3697.8561222547232,-1725.7350091734606
1194,"});
",109.38667028449031,-298.37963937399905,376.6575715911966,-2979.3651154567906
